TP, FP, Variations, Detection rate, False pos rate, Productivity, Robust detection count, Robust detection rate,Warning count, Noise rate, Unique
266 , 35 , 635 , 41.89 , 5.51 , 62.91 , 235 , 37.01 , 925 , 71.24 , 18
